IP地址,最小延迟(ms),最大延迟(ms),平均延迟(ms),丢包率(%)
104.20.25.19,217,247,229,10
104.20.80.88,220,244,229,10
104.25.25.121,212,246,229,10
104.27.96.106,214,243,229,10
104.20.72.183,220,241,229,10
104.25.155.180,212,253,229,10
104.20.99.201,212,259,229,10
104.27.54.213,222,240,229,10
104.22.50.19,214,254,229,10
104.25.166.165,211,251,230,10
104.20.82.88,218,242,230,10
104.20.136.226,222,242,230,10
104.25.187.113,219,256,230,10
104.25.233.136,215,247,230,10
104.25.87.3,222,244,230,10
104.24.157.57,218,246,230,10
104.24.228.82,222,243,230,10
104.24.203.77,219,250,230,10
104.24.147.37,218,250,230,10
104.22.77.67,216,256,231,10
104.25.46.87,221,240,231,10
104.24.92.197,225,239,231,10
104.20.216.146,215,274,231,10
104.25.186.138,219,242,231,10
104.20.109.18,221,250,231,10
104.25.225.208,217,259,231,10
104.24.159.221,221,252,231,10
104.25.40.246,216,253,231,10
104.27.105.198,213,248,231,10
104.24.178.158,216,249,231,10
104.20.101.108,217,255,231,10
104.25.138.59,212,247,231,10
104.25.120.102,220,254,232,10
104.20.129.102,212,251,232,10
104.24.91.47,222,249,232,10
104.25.177.202,218,250,232,10
104.23.139.44,211,264,232,10
104.24.254.72,220,252,232,10
104.25.15.217,219,245,232,10
172.67.104.101,222,246,232,10
104.24.70.223,219,245,232,10
104.25.4.177,229,241,232,10
104.26.14.250,226,248,232,10
104.24.85.167,223,245,233,10
104.25.69.162,221,253,233,10
104.24.151.45,217,249,233,10
104.24.131.214,218,243,233,10
104.20.213.56,220,245,233,10
104.27.51.16,224,244,233,10
104.25.112.127,221,252,233,10
172.67.16.76,221,248,233,10
104.24.160.80,224,248,233,10
172.67.59.49,218,245,234,10
104.25.115.17,224,241,234,10
104.24.204.6,219,252,234,10
104.24.205.23,220,251,234,10
104.24.135.244,224,248,234,10
104.24.75.189,215,248,234,10
104.24.222.1,218,254,234,10
104.22.72.40,221,255,234,10
104.20.126.176,220,250,234,10
172.67.50.147,226,254,234,10
104.24.22.119,220,260,234,10
104.20.251.107,212,253,234,10
104.20.53.238,214,264,234,10
104.20.105.102,225,247,234,10
104.26.4.217,221,248,235,10
104.24.183.33,223,261,235,10
172.67.77.162,221,260,235,10
172.67.79.123,222,267,235,10
104.25.251.226,225,254,235,10
104.24.134.116,212,268,235,10
104.24.251.24,228,246,235,10
104.25.175.185,226,254,235,10
104.24.129.82,223,279,235,10
104.20.114.46,222,259,235,10
104.25.211.179,217,260,235,10
104.25.57.120,222,253,236,10
104.25.60.27,226,253,236,10
104.25.55.94,222,257,236,10
104.22.27.142,225,250,236,10
104.24.229.119,225,250,236,10
104.24.191.162,219,262,236,10
104.24.158.208,220,249,236,10
104.25.119.188,223,248,236,10
104.20.67.210,220,256,236,10
104.24.236.141,217,255,236,10
104.24.31.126,219,253,236,10
104.24.93.225,221,249,236,10
104.25.93.81,221,254,236,10
104.25.63.137,217,255,236,10
104.24.233.40,227,264,236,10
104.24.14.179,221,262,236,10
104.27.106.17,223,260,237,10
172.67.44.194,218,268,237,10
104.25.168.27,219,260,237,10
104.27.125.4,223,266,237,10
104.24.29.137,226,256,237,10
104.22.64.125,216,254,237,10
104.25.190.13,225,253,237,10
104.25.147.36,221,252,237,10
104.25.126.176,225,257,237,10
104.20.78.153,228,259,237,10
172.67.3.245,221,277,237,10
104.20.0.33,219,255,237,10
104.25.208.99,227,258,237,10
104.20.47.124,224,259,237,10
104.24.179.37,226,257,237,10
172.67.27.209,222,249,238,10
104.23.101.32,220,255,238,10
104.22.29.121,218,275,238,10
104.24.130.86,225,255,238,10
104.22.43.246,226,255,238,10
172.67.55.136,230,247,238,10
104.23.105.232,224,258,239,10
104.20.243.45,222,257,239,10
104.23.130.42,221,277,239,10
104.20.33.38,219,264,239,10
104.24.27.194,227,256,240,10
104.20.23.151,220,284,240,10
104.24.136.96,226,258,240,10
104.25.250.195,228,253,240,10
104.20.95.194,222,276,240,10
104.24.155.126,227,258,240,10
104.24.95.192,218,256,240,10
104.20.9.175,222,265,240,10
104.27.34.184,229,254,240,10
104.20.236.172,225,267,240,10
104.24.209.101,217,274,241,10
104.24.146.46,230,257,241,10
104.20.7.207,224,258,241,10
172.67.48.150,232,249,241,10
104.25.42.67,224,260,241,10
104.25.222.101,231,254,241,10
104.25.227.171,233,255,242,10
104.23.106.177,235,251,242,10
104.20.191.193,222,276,242,10
104.24.210.88,224,283,242,10
172.67.39.224,221,276,242,10
104.25.232.24,232,257,243,10
104.20.250.214,216,339,243,10
104.20.79.3,232,256,243,10
104.20.42.226,227,255,243,10
104.22.55.96,230,265,243,10
104.25.23.152,226,257,243,10
104.20.241.71,226,267,243,10
104.24.143.224,232,266,243,10
104.20.148.37,234,255,243,10
104.22.46.227,230,257,243,10
104.20.118.196,223,274,243,10
104.20.5.101,226,274,244,10
104.27.9.116,227,269,244,10
172.65.181.24,215,338,244,10
104.25.242.19,230,255,244,10
104.20.1.0,235,269,244,10
104.27.109.96,229,306,245,10
104.24.192.192,235,255,245,10
104.20.181.228,231,272,246,10
104.25.79.105,234,260,246,10
104.20.88.156,230,270,246,10
104.22.33.187,219,337,246,10
104.25.27.156,234,268,247,10
104.22.70.66,215,340,247,10
104.25.9.22,222,282,247,10
104.20.120.44,239,258,248,10
104.24.79.6,236,269,248,10
104.25.91.2,235,264,248,10
104.24.163.10,232,267,248,10
104.27.26.156,234,264,248,10
104.25.213.91,233,262,249,10
104.20.85.40,233,264,249,10
172.67.64.220,236,283,250,10
104.24.167.151,236,267,251,10
104.23.128.211,235,297,251,10
104.27.194.215,238,273,252,10
104.25.181.8,236,268,254,10
104.24.24.93,239,270,254,10
104.25.78.83,239,269,254,10
104.27.193.242,235,275,255,10
104.27.195.153,249,269,255,10
104.24.239.70,236,276,256,10
104.24.156.32,245,281,257,10
104.27.75.8,241,286,257,10
104.27.196.233,241,278,258,10
104.24.248.57,244,269,259,10
104.25.26.75,252,273,260,10
172.67.109.55,241,307,260,10
104.25.36.151,250,280,261,10
104.20.186.197,246,277,263,10
104.27.89.95,246,297,263,10
104.24.250.194,251,279,264,10
104.23.113.192,248,279,267,10
104.23.129.196,207,230,219,20
104.25.52.192,214,230,222,20
104.24.168.142,217,233,222,20
104.25.210.68,214,238,224,20
104.25.230.208,217,233,225,20
104.25.244.58,212,233,225,20
104.24.234.218,211,252,225,20
104.25.182.255,214,241,226,20
104.25.108.253,216,237,227,20
104.25.103.168,211,249,228,20
104.25.145.240,215,246,229,20
104.20.178.40,219,237,229,20
104.25.144.171,217,253,229,20
104.20.54.131,222,239,229,20
104.25.146.33,216,248,230,20
104.25.38.176,218,242,230,20
104.25.18.182,218,241,231,20
104.24.206.227,215,254,231,20
104.25.234.139,221,246,231,20
104.25.77.48,219,241,231,20
104.26.12.174,222,247,232,20
104.25.92.58,222,255,232,20
104.25.197.38,215,247,232,20
104.24.238.102,219,246,233,20
104.22.14.2,216,261,233,20
104.20.149.103,224,239,233,20
104.25.14.8,223,255,233,20
104.24.232.101,222,250,233,20
104.25.203.105,221,254,233,20
104.24.252.242,223,260,234,20
104.25.240.141,218,249,234,20
104.24.247.99,217,246,234,20
104.25.140.106,221,255,235,20
104.25.196.69,221,256,235,20
104.23.109.157,220,254,235,20
104.24.177.147,221,251,235,20
104.25.218.86,217,253,236,20
104.24.153.162,224,244,236,20
104.25.165.205,223,250,237,20
104.25.54.98,220,255,237,20
104.22.78.39,227,253,237,20
104.25.16.214,221,260,237,20
104.24.150.151,219,256,237,20
104.24.164.61,223,258,237,20
104.27.107.58,222,266,238,20
104.25.50.165,225,254,238,20
104.24.141.31,221,248,238,20
104.20.70.236,221,257,239,20
104.24.244.208,230,256,239,20
104.25.88.127,226,254,239,20
104.25.1.173,230,250,240,20
104.25.221.187,230,260,240,20
104.26.0.89,234,255,241,20
104.24.241.109,224,253,241,20
104.25.253.118,229,257,241,20
104.25.199.51,230,257,241,20
172.67.115.14,228,257,243,20
104.27.102.171,227,262,244,20
104.27.23.152,234,262,244,20
104.25.116.221,233,262,246,20
104.24.74.92,232,271,248,20
104.25.56.215,249,260,252,20
104.22.73.41,241,274,254,20
104.20.247.225,247,281,260,20
104.25.128.217,241,282,260,20
172.67.22.108,244,284,261,20
104.25.236.147,252,284,265,20
104.24.181.75,213,244,224,30
104.25.48.60,218,246,226,30
104.25.12.71,225,237,232,30
104.25.151.42,225,246,232,30
104.25.209.58,226,242,233,30
104.25.219.66,223,258,233,30
104.26.11.159,222,247,233,30
104.24.235.241,220,260,233,30
104.24.242.51,222,248,234,30
104.24.231.42,219,248,235,30
104.25.167.230,229,240,236,30
104.23.135.13,226,254,236,30
172.67.35.140,225,245,237,30
104.25.118.170,224,260,237,30
172.67.94.121,220,258,238,30
104.25.207.254,229,251,240,30
104.25.212.5,228,257,242,30
104.25.214.159,222,257,243,30
104.25.24.150,235,260,243,30
104.25.19.142,237,260,247,30
104.25.102.237,238,263,247,30
104.27.49.79,234,264,249,30
104.25.169.104,239,270,251,30
104.25.235.91,238,270,255,30
104.25.137.113,220,238,227,40
104.24.154.64,223,239,232,40
104.25.201.65,224,237,232,40
104.24.144.27,221,240,234,40
104.25.80.233,230,248,238,40
104.24.240.126,225,249,238,40
104.25.13.252,232,250,239,40
104.25.109.179,228,257,241,40
